4;33554432;25;0.0380929;2063689
4;67108864;26;0.158497;3957809
4;134217728;27;0.415057;7603553
4;268435456;28;0.929165;14630843
4;536870912;29;1.98807;28192750
4;1073741824;30;4.17164;54400028
4;2147483648;31;8.60311;105097565
4;4294967296;32;17.634;203280221

2;33554432;25;0.202574;2063689
2;67108864;26;0.462389;3957809
2;134217728;27;1.00618;7603553
2;268435456;28;2.13445;14630843
2;536870912;29;4.47157;28192750
2;1073741824;30;9.27495;54400028
2;2147483648;31;19.0925;105097565
2;4294967296;32;39.7898;203280221
3;33554432;25;0.124948;2063689
3;67108864;26;0.334153;3957809
3;134217728;27;0.759296;7603553
3;268435456;28;1.90731;14630843
3;536870912;29;3.44384;28192750
3;1073741824;30;7.04963;54400028
3;2147483648;31;14.5851;105097565
3;4294967296;32;29.834;203280221
4;33554432;25;0.126997;2063689
4;67108864;26;0.305153;3957809
4;134217728;27;0.695853;7603553
4;268435456;28;1.47691;14630843
4;536870912;29;3.0957;28192750
4;1073741824;30;6.4298;54400028
4;2147483648;31;13.2432;105097565
4;4294967296;32;27.2013;203280221
5;33554432;25;0.068563;2063689
5;67108864;26;0.240649;3957809
5;134217728;27;0.557797;7603553
5;268435456;28;1.35947;14630843
5;536870912;29;2.57743;28192750
5;1073741824;30;6.03503;54400028
5;2147483648;31;11.0111;105097565
5;4294967296;32;22.5848;203280221
6;33554432;25;0.143472;2063689
6;67108864;26;0.205155;3957809
6;134217728;27;0.506221;7603553
6;268435456;28;1.10615;14630843
6;536870912;29;2.35982;28192750
6;1073741824;30;5.87945;54400028
6;2147483648;31;11.3112;105097565
6;4294967296;32;22.1986;203280221
7;33554432;25;0.0589252;2063689
7;67108864;26;0.169706;3957809
7;134217728;27;0.436106;7603553
7;268435456;28;0.971153;14630843
7;536870912;29;2.07512;28192750
7;1073741824;30;5.40832;54400028
7;2147483648;31;8.98424;105097565
7;4294967296;32;18.9953;203280221
8;33554432;25;0.0424061;2063689
8;67108864;26;0.174467;3957809
8;134217728;27;0.41058;7603553
8;268435456;28;0.919619;14630843
8;536870912;29;2.13077;28192750
8;1073741824;30;3.97083;54400028
8;2147483648;31;8.27144;105097565
8;4294967296;32;17.0374;203280221

4;33554432;25;0.202156;2063689
4;67108864;26;0.547954;3957809
4;134217728;27;1.19336;7603553
4;268435456;28;2.42647;14630843
4;536870912;29;5.17257;28192750
4;1073741824;30;10.7353;54400028
4;2147483648;31;22.1404;105097565
4;4294967296;32;46.0815;203280221
5;33554432;25;0.17733;2063689
5;67108864;26;0.460189;3957809
5;134217728;27;0.99617;7603553
5;268435456;28;2.08948;14630843
5;536870912;29;4.24958;28192750
5;1073741824;30;8.72693;54400028
5;2147483648;31;17.9463;105097565
5;4294967296;32;37.2404;203280221
6;33554432;25;0.141249;2063689
6;67108864;26;0.376414;3957809
6;134217728;27;0.865444;7603553
6;268435456;28;1.88665;14630843
6;536870912;29;3.72323;28192750
6;1073741824;30;7.73086;54400028
6;2147483648;31;15.8194;105097565
6;4294967296;32;33.0477;203280221
7;33554432;25;0.12825;2063689
7;67108864;26;0.354414;3957809
7;134217728;27;0.785336;7603553
7;268435456;28;1.82726;14630843
7;536870912;29;3.71658;28192750
7;1073741824;30;7.33816;54400028
7;2147483648;31;15.0207;105097565
7;4294967296;32;31.3373;203280221
8;33554432;25;0.128726;2063689
8;67108864;26;0.358945;3957809
8;134217728;27;0.808247;7603553
8;268435456;28;1.79885;14630843
8;536870912;29;3.84307;28192750
8;1073741824;30;7.43638;54400028
8;2147483648;31;15.0954;105097565
8;4294967296;32;31.5658;203280221
9;33554432;25;0.116087;2063689
9;67108864;26;0.296396;3957809
9;134217728;27;0.72602;7603553
9;268435456;28;1.61492;14630843
9;536870912;29;3.28993;28192750
9;1073741824;30;6.77399;54400028
9;2147483648;31;13.6356;105097565
9;4294967296;32;28.2046;203280221
10;33554432;25;0.0725932;2063689
10;67108864;26;0.258666;3957809
10;134217728;27;0.668671;7603553
10;268435456;28;1.4891;14630843
10;536870912;29;2.9282;28192750
10;1073741824;30;6.25682;54400028
10;2147483648;31;12.6583;105097565
10;4294967296;32;26.5162;203280221
11;33554432;25;0.0690069;2063689
11;67108864;26;0.253006;3957809
11;134217728;27;0.616709;7603553
11;268435456;28;1.37734;14630843
11;536870912;29;2.86806;28192750
11;1073741824;30;5.82418;54400028
11;2147483648;31;12.4772;105097565
11;4294967296;32;24.0485;203280221
12;33554432;25;0.075249;2063689
12;67108864;26;0.223051;3957809
12;134217728;27;0.576326;7603553
12;268435456;28;1.31381;14630843
12;536870912;29;2.78965;28192750
12;1073741824;30;5.81897;54400028
12;2147483648;31;12.1026;105097565
12;4294967296;32;23.3289;203280221
13;33554432;25;0.041806;2063689
13;67108864;26;0.218092;3957809
13;134217728;27;0.542986;7603553
13;268435456;28;1.23249;14630843
13;536870912;29;2.65284;28192750
13;1073741824;30;5.2941;54400028
13;2147483648;31;10.7373;105097565
13;4294967296;32;21.9491;203280221
14;33554432;25;0.0496891;2063689
14;67108864;26;0.201471;3957809
14;134217728;27;0.489101;7603553
14;268435456;28;1.16018;14630843
14;536870912;29;2.48255;28192750
14;1073741824;30;4.94549;54400028
14;2147483648;31;10.0726;105097565
14;4294967296;32;21.1012;203280221
15;33554432;25;0.0735521;2063689
15;67108864;26;0.176556;3957809
15;134217728;27;0.471069;7603553
15;268435456;28;1.08585;14630843
15;536870912;29;2.34945;28192750
15;1073741824;30;4.8201;54400028
15;2147483648;31;9.67578;105097565
15;4294967296;32;20.0756;203280221
16;33554432;25;0.0594189;2063689
16;67108864;26;0.175772;3957809
16;134217728;27;0.463111;7603553
16;268435456;28;1.04764;14630843
16;536870912;29;2.27494;28192750
16;1073741824;30;4.61249;54400028
16;2147483648;31;9.61003;105097565
16;4294967296;32;19.1396;203280221

8;33554432;25;0.268062;2063689
8;67108864;26;0.637554;3957809
8;134217728;27;1.41307;7603553
8;268435456;28;3.12338;14630843
8;536870912;29;6.26311;28192750
8;1073741824;30;12.978;54400028
8;2147483648;31;26.3963;105097565
8;4294967296;32;53.6172;203280221
9;33554432;25;0.234809;2063689
9;67108864;26;0.560049;3957809
9;134217728;27;1.24163;7603553
9;268435456;28;2.6461;14630843
9;536870912;29;5.52213;28192750
9;1073741824;30;11.5429;54400028
9;2147483648;31;23.5391;105097565
9;4294967296;32;47.9521;203280221
10;33554432;25;0.203409;2063689
10;67108864;26;0.484699;3957809
10;134217728;27;1.10011;7603553
10;268435456;28;2.34479;14630843
10;536870912;29;4.97468;28192750
10;1073741824;30;10.3369;54400028
10;2147483648;31;21.2983;105097565
10;4294967296;32;43.9954;203280221
11;33554432;25;0.176076;2063689
11;67108864;26;0.451475;3957809
11;134217728;27;1.01523;7603553
11;268435456;28;2.20808;14630843
11;536870912;29;4.67338;28192750
11;1073741824;30;9.61356;54400028
11;2147483648;31;19.8758;105097565
11;4294967296;32;40.4068;203280221
12;33554432;25;0.168116;2063689
12;67108864;26;0.400131;3957809
12;134217728;27;0.974268;7603553
12;268435456;28;2.1073;14630843
12;536870912;29;4.37828;28192750
12;1073741824;30;9.20201;54400028
12;2147483648;31;19.0524;105097565
12;4294967296;32;38.4218;203280221
13;33554432;25;0.160849;2063689
13;67108864;26;0.401018;3957809
13;134217728;27;0.935503;7603553
13;268435456;28;2.02245;14630843
13;536870912;29;4.25772;28192750
13;1073741824;30;8.87908;54400028
13;2147483648;31;18.235;105097565
13;4294967296;32;37.1811;203280221
14;33554432;25;0.15416;2063689
14;67108864;26;0.386866;3957809
14;134217728;27;0.898174;7603553
14;268435456;28;1.95643;14630843
14;536870912;29;4.14903;28192750
14;1073741824;30;8.63016;54400028
14;2147483648;31;17.7118;105097565
14;4294967296;32;36.3204;203280221
15;33554432;25;0.133704;2063689
15;67108864;26;0.386666;3957809
15;134217728;27;0.920286;7603553
15;268435456;28;2.05078;14630843
15;536870912;29;4.187;28192750
15;1073741824;30;8.60832;54400028
15;2147483648;31;17.6016;105097565
15;4294967296;32;37.6489;203280221
16;33554432;25;0.139648;2063689
16;67108864;26;0.37606;3957809
16;134217728;27;0.937748;7603553
16;268435456;28;2.02116;14630843
16;536870912;29;4.26969;28192750
16;1073741824;30;8.73116;54400028
16;2147483648;31;17.937;105097565
16;4294967296;32;37.0087;203280221
17;33554432;25;0.14033;2063689
17;67108864;26;0.365916;3957809
17;134217728;27;0.910916;7603553
17;268435456;28;1.97498;14630843
17;536870912;29;4.00738;28192750
17;1073741824;30;8.23781;54400028
17;2147483648;31;16.8503;105097565
17;4294967296;32;34.4371;203280221
18;33554432;25;0.0849769;2063689
18;67108864;26;0.339187;3957809
18;134217728;27;0.818396;7603553
18;268435456;28;1.79015;14630843
18;536870912;29;3.75509;28192750
18;1073741824;30;7.8234;54400028
18;2147483648;31;15.9596;105097565
18;4294967296;32;32.5568;203280221
19;33554432;25;0.104424;2063689
19;67108864;26;0.313745;3957809
19;134217728;27;0.805124;7603553
19;268435456;28;1.69917;14630843
19;536870912;29;3.58236;28192750
19;1073741824;30;7.4122;54400028
19;2147483648;31;15.2132;105097565
19;4294967296;32;31.0405;203280221
20;33554432;25;0.0893352;2063689
20;67108864;26;0.304598;3957809
20;134217728;27;0.730496;7603553
20;268435456;28;1.63101;14630843
20;536870912;29;3.44064;28192750
20;1073741824;30;7.10017;54400028
20;2147483648;31;14.6382;105097565
20;4294967296;32;29.8799;203280221
21;33554432;25;0.0994439;2063689
21;67108864;26;0.282357;3957809
21;134217728;27;0.704136;7603553
21;268435456;28;1.55778;14630843
21;536870912;29;3.32569;28192750
21;1073741824;30;7.11346;54400028
21;2147483648;31;15.4307;105097565
21;4294967296;32;28.8762;203280221
22;33554432;25;0.0659809;2063689
22;67108864;26;0.272192;3957809
22;134217728;27;0.70472;7603553
22;268435456;28;1.53991;14630843
22;536870912;29;3.2711;28192750
22;1073741824;30;6.90703;54400028
22;2147483648;31;13.7356;105097565
22;4294967296;32;28.611;203280221
23;33554432;25;0.0733981;2063689
23;67108864;26;0.23893;3957809
23;134217728;27;0.668495;7603553
23;268435456;28;1.49301;14630843
23;536870912;29;3.12595;28192750
23;1073741824;30;6.55952;54400028
23;2147483648;31;13.3949;105097565
23;4294967296;32;27.2995;203280221
24;33554432;25;0.077147;2063689
24;67108864;26;0.270146;3957809
24;134217728;27;0.657794;7603553
24;268435456;28;1.45574;14630843
24;536870912;29;3.1188;28192750
24;1073741824;30;6.44647;54400028
24;2147483648;31;13.1755;105097565
24;4294967296;32;26.8754;203280221
25;33554432;25;0.0806329;2063689
25;67108864;26;0.238911;3957809
25;134217728;27;0.630096;7603553
25;268435456;28;1.4097;14630843
25;536870912;29;3.0059;28192750
25;1073741824;30;6.19961;54400028
25;2147483648;31;12.692;105097565
25;4294967296;32;25.8458;203280221
26;33554432;25;0.0589058;2063689
26;67108864;26;0.236662;3957809
26;134217728;27;0.588727;7603553
26;268435456;28;1.32113;14630843
26;536870912;29;2.86705;28192750
26;1073741824;30;5.93712;54400028
26;2147483648;31;12.2175;105097565
26;4294967296;32;24.9901;203280221
27;33554432;25;0.0650899;2063689
27;67108864;26;0.221566;3957809
27;134217728;27;0.592124;7603553
27;268435456;28;1.30242;14630843
27;536870912;29;2.7763;28192750
27;1073741824;30;5.75635;54400028
27;2147483648;31;11.8333;105097565
27;4294967296;32;24.0876;203280221
28;33554432;25;0.0659959;2063689
28;67108864;26;0.192978;3957809
28;134217728;27;0.548453;7603553
28;268435456;28;1.25147;14630843
28;536870912;29;2.68619;28192750
28;1073741824;30;5.56721;54400028
28;2147483648;31;11.4982;105097565
28;4294967296;32;23.3781;203280221
29;33554432;25;0.0653191;2063689
29;67108864;26;0.179871;3957809
29;134217728;27;0.522497;7603553
29;268435456;28;1.20908;14630843
29;536870912;29;2.61041;28192750
29;1073741824;30;5.42875;54400028
29;2147483648;31;11.193;105097565
29;4294967296;32;22.8045;203280221
30;33554432;25;0.0480571;2063689
30;67108864;26;0.190537;3957809
30;134217728;27;0.50392;7603553
30;268435456;28;1.17299;14630843
30;536870912;29;2.53362;28192750
30;1073741824;30;5.35789;54400028
30;2147483648;31;10.9361;105097565
30;4294967296;32;22.317;203280221
31;33554432;25;0.0419309;2063689
31;67108864;26;0.184654;3957809
31;134217728;27;0.495566;7603553
31;268435456;28;1.15416;14630843
31;536870912;29;2.51845;28192750
31;1073741824;30;5.23033;54400028
31;2147483648;31;10.7243;105097565
31;4294967296;32;21.8885;203280221
32;33554432;25;0.0735621;2063689
32;67108864;26;0.179689;3957809
32;134217728;27;0.505794;7603553
32;268435456;28;1.16812;14630843
32;536870912;29;2.50297;28192750
32;1073741824;30;5.23479;54400028
32;2147483648;31;10.5888;105097565
32;4294967296;32;21.6507;203280221
